id,module,difficulty,question,option_A,option_B,option_C,option_D,answer,analysis
848,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
849,内存管理,中度+,[中度+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
850,内存管理,中度+,[中度+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
851,常见命令与排错,中度+,[中度+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
852,Linux 权限与安全,中度+,[中度+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
853,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
854,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
855,进程与线程,中度+,[中度+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
856,文件系统,中度+,[中度+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
857,常见命令与排错,中度+,[中度+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
858,Linux 权限与安全,中度+,[中度+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
859,进程与线程,中度+,[中度+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
860,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
861,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
862,文件系统,中度+,[中度+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
863,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
864,内存管理,中度+,[中度+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
865,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
866,进程与线程,中度+,[中度+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
867,常见命令与排错,中度+,[中度+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
868,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
869,系统调用,中度+,[中度+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
870,系统调用,中度+,[中度+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
871,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
872,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
873,系统调用,中度+,[中度+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
874,常见命令与排错,中度+,[中度+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
875,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
876,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
877,进程与线程,中度+,[中度+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
878,Windows 基础,中度+,[中度+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
879,系统调用,中度+,[中度+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
880,Linux 权限与安全,中度+,[中度+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
881,Linux 基础,中度+,[中度+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
882,文件系统,中度+,[中度+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
883,进程与线程,中度+,[中度+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
884,内存管理,中度+,[中度+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
885,Linux 权限与安全,中度+,[中度+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
